id_comentario	clase_comentario
comment_id_260860	Muy buena
comment_id_162138	Muy buena
comment_id_99278	Buena
comment_id_136906	Muy buena
comment_id_344888	Excelente
comment_id_241716	Excelente
comment_id_187754	Malo
comment_id_76588	Excelente
comment_id_308778	Muy buena
comment_id_95504	Excelente
comment_id_21299	Excelente
comment_id_10911	Excelente
comment_id_166830	Excelente
comment_id_60058	Buena
comment_id_82901	Excelente
comment_id_82456	Muy buena
comment_id_97905	Muy buena
comment_id_346736	Muy buena
comment_id_125552	Muy buena
comment_id_218488	Excelente
comment_id_213566	Buena
comment_id_66098	Muy buena
comment_id_245876	Muy buena
comment_id_66513	Malo
comment_id_277400	Buena
comment_id_230618	Muy buena
comment_id_233490	Muy buena
comment_id_66515	Muy buena
comment_id_84388	Muy buena
comment_id_283222	Buena
comment_id_270470	Excelente
comment_id_68608	Muy buena
comment_id_232544	Excelente
comment_id_68607	Excelente
comment_id_51500	Muy buena
comment_id_365314	Excelente
comment_id_267664	Buena
comment_id_258946	Muy buena
comment_id_166346	Excelente
comment_id_145100	Muy buena
comment_id_145450	Muy buena
comment_id_351946	Excelente
comment_id_54142	Buena
comment_id_313432	Muy buena
comment_id_197178	Muy buena
comment_id_282176	Excelente
comment_id_327612	Excelente
comment_id_327610	Excelente
comment_id_62033	Muy buena
comment_id_25593	Excelente
comment_id_102925	Muy buena
comment_id_30204	Excelente
comment_id_278446	Excelente
comment_id_45069	Excelente
comment_id_55816	Muy buena
comment_id_30209	Malo
comment_id_210034	Excelente
comment_id_58795	Excelente
comment_id_58799	Buena
comment_id_111337	Buena
comment_id_183876	Excelente
comment_id_71882	Buena
comment_id_133408	Muy buena
comment_id_351496	Muy buena
comment_id_4689	Excelente
comment_id_54497	Excelente
comment_id_24241	Muy buena
comment_id_23290	Excelente
comment_id_282312	Muy buena
comment_id_233144	Muy buena
comment_id_233630	Muy buena
comment_id_69897	Excelente
comment_id_102655	Muy buena
comment_id_195768	Excelente
comment_id_257432	Excelente
comment_id_75054	Muy buena
comment_id_115670	Excelente
comment_id_347456	Excelente
comment_id_186572	Excelente
comment_id_209168	Muy buena
comment_id_133534	Muy buena
comment_id_186576	Muy buena
comment_id_355438	Excelente
comment_id_243828	Muy buena
comment_id_289148	Excelente
comment_id_333078	Muy buena
comment_id_219942	Excelente
comment_id_272342	Excelente
comment_id_51515	Buena
comment_id_94296	Excelente
comment_id_258418	Buena
comment_id_124738	Excelente
comment_id_312268	Buena
comment_id_209156	Muy buena
comment_id_30946	Muy buena
comment_id_63588	Buena
comment_id_72587	Malo
comment_id_31156	Muy buena
comment_id_190688	Excelente
comment_id_44626	Muy buena
comment_id_44627	Excelente
comment_id_44620	Muy buena
comment_id_86107	Buena
comment_id_75272	Excelente
comment_id_75270	Malo
comment_id_126398	Excelente
comment_id_89811	Excelente
comment_id_109298	Excelente
comment_id_109529	Muy buena
comment_id_22169	Muy buena
comment_id_49941	Muy buena
comment_id_212552	Buena
comment_id_186162	Excelente
comment_id_45939	Buena
comment_id_109521	Buena
comment_id_272160	Buena
comment_id_77628	Malo
comment_id_29874	Muy buena
comment_id_43396	Muy buena
comment_id_43391	Muy buena
comment_id_51189	Buena
comment_id_29872	Buena
comment_id_158246	Malo
comment_id_193330	Malo
comment_id_223740	Excelente
comment_id_160694	Malo
comment_id_48018	Excelente
comment_id_340194	Excelente
comment_id_48013	Muy buena
comment_id_48016	Buena
comment_id_242996	Excelente
comment_id_14442	Excelente
comment_id_62189	Excelente
comment_id_242992	Excelente
comment_id_264794	Buena
comment_id_153400	Muy buena
comment_id_242998	Excelente
comment_id_275726	Muy buena
comment_id_170118	Muy buena
comment_id_78766	Malo
comment_id_175436	Buena
comment_id_202222	Muy buena
comment_id_62988	Excelente
comment_id_154890	Excelente
comment_id_287368	Muy buena
comment_id_241142	Excelente
comment_id_18256	Excelente
comment_id_323916	Excelente
comment_id_43573	Muy buena
comment_id_268320	Excelente
comment_id_301846	Muy buena
comment_id_240298	Muy buena
comment_id_72055	Buena
comment_id_365434	Excelente
comment_id_115030	Excelente
comment_id_76610	Buena
comment_id_81341	Malo
comment_id_81345	Muy buena
comment_id_101380	Muy buena
comment_id_81347	Excelente
comment_id_242664	Malo
comment_id_182088	Excelente
comment_id_357370	Excelente
comment_id_242662	Malo
comment_id_235724	Muy buena
comment_id_372478	Muy buena
comment_id_247474	Excelente
comment_id_246636	Excelente
comment_id_317434	Excelente
comment_id_84270	Malo
comment_id_84275	Muy buena
comment_id_110206	Muy buena
comment_id_178162	Muy buena
comment_id_178160	Excelente
comment_id_156760	Buena
comment_id_248598	Malo
comment_id_223108	Buena
comment_id_26660	Excelente
comment_id_299948	Muy buena
comment_id_127890	Excelente
comment_id_26915	Malo
comment_id_240744	Excelente
comment_id_98372	Muy buena
comment_id_293932	Excelente
comment_id_273564	Muy buena
comment_id_273560	Excelente
comment_id_19074	Buena
comment_id_261436	Malo
comment_id_19079	Excelente
comment_id_42117	Excelente
comment_id_164866	Buena
comment_id_243012	Excelente
comment_id_191304	Buena
comment_id_152004	Buena
comment_id_152006	Excelente
comment_id_323670	Muy buena
comment_id_28609	Muy buena
comment_id_173876	Muy buena
comment_id_281528	Buena
comment_id_26005	Muy buena
comment_id_231398	Muy buena
comment_id_7330	Excelente
comment_id_34867	Muy buena
comment_id_11661	Excelente
comment_id_58104	Buena
comment_id_319716	Excelente
comment_id_126802	Muy buena
comment_id_293248	Excelente
comment_id_79637	Excelente
comment_id_269530	Excelente
comment_id_116646	Muy buena
comment_id_293244	Excelente
comment_id_369788	Muy buena
comment_id_241366	Excelente
comment_id_264372	Excelente
comment_id_31260	Muy buena
comment_id_56981	Muy buena
comment_id_35405	Excelente
comment_id_60606	Excelente
comment_id_134228	Excelente
comment_id_94843	Buena
comment_id_138752	Buena
comment_id_99351	Buena
comment_id_134220	Excelente
comment_id_80197	Excelente
comment_id_88508	Excelente
comment_id_343646	Muy buena
comment_id_69077	Malo
comment_id_356762	Malo
comment_id_53009	Muy buena
comment_id_356766	Muy buena
comment_id_356764	Malo
comment_id_347614	Excelente
comment_id_347616	Buena
comment_id_241506	Malo
comment_id_57856	Malo
comment_id_297030	Muy buena
comment_id_67055	Excelente
comment_id_200962	Excelente
comment_id_217614	Excelente
comment_id_174094	Muy buena
comment_id_117786	Muy buena
comment_id_368252	Excelente
comment_id_60934	Excelente
comment_id_267872	Muy buena
comment_id_315926	Excelente
comment_id_29592	Excelente
comment_id_173290	Excelente
comment_id_24743	Muy buena
comment_id_249940	Excelente
comment_id_233826	Buena
comment_id_96196	Malo
comment_id_309348	Excelente
comment_id_233822	Buena
comment_id_348996	Excelente
comment_id_347022	Muy buena
comment_id_119478	Muy buena
comment_id_154396	Buena
comment_id_20402	Excelente
comment_id_275632	Malo
comment_id_362528	Muy buena
comment_id_5439	Muy buena
comment_id_144996	Muy buena
comment_id_362522	Excelente
comment_id_271742	Malo
comment_id_347026	Buena
comment_id_328446	Buena
comment_id_250842	Muy buena
comment_id_15373	Excelente
comment_id_163672	Muy buena
comment_id_111830	Buena
comment_id_24524	Excelente
comment_id_29041	Muy buena
comment_id_271214	Excelente
comment_id_189342	Muy buena
comment_id_66892	Muy buena
comment_id_66891	Buena
comment_id_66890	Muy buena
comment_id_31092	Malo
comment_id_122926	Muy buena
comment_id_123382	Excelente
comment_id_31098	Buena
comment_id_172458	Muy buena
comment_id_185754	Excelente
comment_id_8506	Muy buena
comment_id_142662	Muy buena
comment_id_112268	Muy buena
comment_id_74519	Buena
comment_id_320534	Excelente
comment_id_122118	Excelente
comment_id_213426	Excelente
comment_id_242986	Muy buena
comment_id_230428	Buena
comment_id_267296	Buena
comment_id_17152	Excelente
comment_id_17621	Excelente
comment_id_365788	Buena
comment_id_276672	Muy buena
comment_id_367104	Excelente
comment_id_276676	Excelente
comment_id_145718	Buena
comment_id_81131	Excelente
comment_id_250442	Excelente
comment_id_303260	Excelente
comment_id_238626	Muy buena
comment_id_123032	Excelente
comment_id_151724	Buena
comment_id_142594	Muy buena
comment_id_58675	Muy buena
comment_id_58672	Muy buena
comment_id_370064	Excelente
comment_id_159852	Excelente
comment_id_151722	Buena
comment_id_222064	Excelente
comment_id_222794	Excelente
comment_id_49108	Excelente
comment_id_58678	Buena
comment_id_141156	Muy buena
comment_id_36322	Muy buena
comment_id_194354	Muy buena
comment_id_33946	Muy buena
comment_id_33943	Buena
comment_id_33942	Muy buena
comment_id_103847	Muy buena
comment_id_171182	Excelente
comment_id_215340	Muy buena
comment_id_299666	Excelente
comment_id_103840	Excelente
comment_id_107838	Muy buena
comment_id_182420	Muy buena
comment_id_273956	Excelente
comment_id_52189	Buena
comment_id_8609	Excelente
comment_id_95920	Excelente
comment_id_263978	Excelente
comment_id_273770	Excelente
comment_id_52186	Muy buena
comment_id_224088	Muy buena
comment_id_243142	Buena
comment_id_324486	Malo
comment_id_95849	Muy buena
comment_id_49000	Muy buena
comment_id_208304	Excelente
comment_id_344198	Excelente
comment_id_349112	Excelente
comment_id_325306	Muy buena
comment_id_264964	Excelente
comment_id_259138	Excelente
comment_id_344190	Muy buena
comment_id_262516	Excelente
comment_id_271698	Excelente
comment_id_43763	Malo
comment_id_168220	Muy buena
comment_id_120624	Excelente
comment_id_230692	Excelente
comment_id_235694	Excelente
comment_id_59077	Muy buena
comment_id_124566	Muy buena
comment_id_258620	Buena
comment_id_258626	Buena
comment_id_59070	Excelente
comment_id_295962	Excelente
comment_id_124568	Excelente
comment_id_252106	Excelente
comment_id_19662	Excelente
comment_id_121716	Excelente
comment_id_19660	Excelente
comment_id_174114	Excelente
comment_id_208164	Excelente
comment_id_208166	Excelente
comment_id_259688	Muy buena
comment_id_256590	Muy buena
comment_id_149812	Excelente
comment_id_262360	Buena
comment_id_77734	Excelente
comment_id_217502	Buena
comment_id_101730	Excelente
comment_id_309502	Excelente
comment_id_352330	Excelente
comment_id_69249	Excelente
comment_id_310674	Muy buena
comment_id_248908	Malo
comment_id_251904	Excelente
comment_id_265188	Excelente
comment_id_251902	Excelente
comment_id_153276	Muy buena
comment_id_34678	Buena
comment_id_88757	Muy buena
comment_id_347188	Excelente
comment_id_98748	Buena
comment_id_34670	Muy buena
comment_id_174804	Muy buena
comment_id_98744	Muy buena
comment_id_79825	Muy buena
comment_id_300816	Malo
comment_id_130568	Malo
comment_id_32319	Excelente
comment_id_361920	Muy buena
comment_id_361926	Muy buena
comment_id_111045	Excelente
comment_id_37495	Muy buena
comment_id_236082	Buena
comment_id_84646	Malo
comment_id_84647	Excelente
comment_id_136672	Excelente
comment_id_84648	Malo
comment_id_196444	Muy buena
comment_id_110691	Excelente
comment_id_153018	Muy buena
comment_id_80615	Muy buena
comment_id_65221	Muy buena
comment_id_305256	Muy buena
comment_id_33376	Excelente
comment_id_139166	Muy buena
comment_id_130786	Muy buena
comment_id_260116	Muy buena
comment_id_34413	Muy buena
comment_id_135090	Buena
comment_id_19913	Muy buena
comment_id_206746	Excelente
comment_id_182698	Excelente
comment_id_334816	Buena
comment_id_334810	Muy buena
comment_id_113527	Excelente
comment_id_130054	Muy buena
comment_id_131780	Excelente
comment_id_368068	Muy buena
comment_id_131784	Muy buena
comment_id_78153	Buena
comment_id_21056	Excelente
comment_id_120406	Excelente
comment_id_349808	Excelente
comment_id_336942	Buena
comment_id_246172	Muy buena
comment_id_218932	Muy buena
comment_id_335368	Excelente
comment_id_314930	Muy buena
comment_id_64241	Excelente
comment_id_173604	Buena
comment_id_181354	Muy buena
comment_id_201976	Muy buena
comment_id_181356	Buena
comment_id_18399	Buena
comment_id_165328	Muy buena
comment_id_168814	Malo
comment_id_162118	Excelente
comment_id_41859	Excelente
comment_id_8444	Muy buena
comment_id_162114	Muy buena
comment_id_140128	Muy buena
comment_id_116152	Muy buena
comment_id_69493	Buena
comment_id_188938	Muy buena
comment_id_146726	Excelente
comment_id_73083	Buena
comment_id_296526	Buena
comment_id_187000	Muy buena
comment_id_73737	Muy buena
comment_id_87200	Excelente
comment_id_87207	Excelente
comment_id_199078	Buena
comment_id_328876	Buena
comment_id_42588	Buena
comment_id_10425	Excelente
comment_id_231734	Excelente
comment_id_97967	Excelente
comment_id_202444	Muy buena
comment_id_64798	Muy buena
comment_id_202442	Excelente
comment_id_82920	Muy buena
comment_id_236492	Buena
comment_id_306620	Excelente
comment_id_40986	Buena
comment_id_148194	Muy buena
comment_id_231610	Excelente
comment_id_165148	Muy buena
comment_id_165146	Excelente
comment_id_165144	Excelente
comment_id_230630	Muy buena
comment_id_249884	Muy buena
comment_id_184206	Malo
comment_id_20898	Muy buena
comment_id_39895	Muy buena
comment_id_243026	Muy buena
comment_id_39890	Excelente
comment_id_25601	Muy buena
comment_id_20231	Excelente
comment_id_20894	Excelente
comment_id_39899	Muy buena
comment_id_20896	Malo
comment_id_195970	Excelente
comment_id_161794	Buena
comment_id_87345	Muy buena
comment_id_36830	Muy buena
comment_id_71484	Excelente
comment_id_24	Excelente
comment_id_267374	Buena
comment_id_58806	Malo
comment_id_210230	Buena
comment_id_21946	Buena
comment_id_321526	Muy buena
comment_id_71489	Buena
comment_id_328382	Excelente
comment_id_4911	Excelente
comment_id_78975	Muy buena
comment_id_40184	Muy buena
comment_id_54166	Muy buena
comment_id_40188	Muy buena
comment_id_276440	Excelente
comment_id_69244	Excelente
comment_id_249772	Buena
comment_id_54161	Excelente
comment_id_91061	Excelente
comment_id_93744	Excelente
comment_id_91064	Buena
comment_id_91068	Excelente
comment_id_335510	Excelente
comment_id_241196	Buena
comment_id_30774	Excelente
comment_id_333404	Excelente
comment_id_30772	Excelente
comment_id_307570	Excelente
comment_id_325188	Excelente
comment_id_122244	Excelente
comment_id_287112	Excelente
comment_id_118194	Excelente
comment_id_209796	Muy buena
comment_id_166144	Excelente
comment_id_108105	Muy buena
comment_id_12392	Muy buena
comment_id_259468	Muy buena
comment_id_351296	Malo
comment_id_96387	Excelente
comment_id_102672	Malo
comment_id_257416	Muy buena
comment_id_102670	Muy buena
comment_id_144872	Muy buena
comment_id_102674	Malo
comment_id_275798	Excelente
comment_id_46868	Muy buena
comment_id_92602	Muy buena
comment_id_362310	Excelente
comment_id_362644	Muy buena
comment_id_55698	Muy buena
comment_id_196206	Excelente
comment_id_277244	Muy buena
comment_id_22492	Excelente
comment_id_277792	Buena
comment_id_74700	Buena
comment_id_71953	Muy buena
comment_id_87839	Muy buena
comment_id_97032	Excelente
comment_id_353588	Muy buena
comment_id_327962	Buena
comment_id_282330	Malo
comment_id_282844	Excelente
comment_id_133912	Malo
comment_id_279370	Muy buena
comment_id_128548	Muy buena
comment_id_83447	Buena
comment_id_221074	Excelente
comment_id_329522	Excelente
comment_id_167546	Muy buena
comment_id_129578	Muy buena
comment_id_84874	Excelente
comment_id_84876	Excelente
comment_id_55433	Buena
comment_id_323604	Malo
comment_id_212572	Muy buena
comment_id_272140	Buena
comment_id_55340	Muy buena
comment_id_324922	Muy buena
comment_id_29852	Muy buena
comment_id_284802	Excelente
comment_id_103102	Buena
comment_id_12132	Buena
comment_id_17450	Excelente
comment_id_12641	Excelente
comment_id_12640	Excelente
comment_id_17455	Excelente
comment_id_48525	Muy buena
comment_id_95899	Muy buena
comment_id_69759	Malo
comment_id_66132	Excelente
comment_id_66133	Malo
comment_id_132204	Malo
comment_id_250870	Buena
comment_id_66138	Excelente
comment_id_7922	Excelente
comment_id_7925	Muy buena
comment_id_95894	Muy buena
comment_id_28725	Muy buena
comment_id_74858	Muy buena
comment_id_131578	Malo
comment_id_332326	Muy buena
comment_id_219202	Malo
comment_id_62963	Buena
comment_id_74851	Excelente
comment_id_202204	Excelente
comment_id_131576	Malo
comment_id_18276	Muy buena
comment_id_18277	Muy buena
comment_id_279182	Muy buena
comment_id_262724	Excelente
comment_id_43513	Excelente
comment_id_13519	Excelente
comment_id_9099	Muy buena
comment_id_72705	Buena
comment_id_53972	Buena
comment_id_53973	Malo
comment_id_247036	Excelente
comment_id_115012	Buena
comment_id_81364	Excelente
comment_id_81365	Buena
comment_id_44553	Excelente
comment_id_316828	Buena
comment_id_182060	Excelente
comment_id_288432	Excelente
comment_id_52370	Muy buena
comment_id_288434	Excelente
comment_id_131314	Malo
comment_id_89160	Muy buena
comment_id_227820	Buena
comment_id_23663	Muy buena
comment_id_101514	Buena
comment_id_141962	Excelente
comment_id_207356	Malo
comment_id_105870	Buena
comment_id_239140	Excelente
comment_id_239412	Excelente
comment_id_296050	Excelente
comment_id_159502	Buena
comment_id_224560	Buena
comment_id_26648	Excelente
comment_id_299416	Muy buena
comment_id_363068	Muy buena
comment_id_173462	Excelente
comment_id_86056	Muy buena
comment_id_40775	Muy buena
comment_id_8142	Excelente
comment_id_311960	Excelente
comment_id_81757	Muy buena
comment_id_81756	Buena
comment_id_81753	Excelente
comment_id_86053	Excelente
comment_id_224552	Buena
comment_id_157038	Excelente
comment_id_194988	Excelente
comment_id_152028	Buena
comment_id_42136	Excelente
comment_id_284198	Excelente
comment_id_56614	Excelente
comment_id_178632	Muy buena
comment_id_339528	Excelente
comment_id_114766	Muy buena
comment_id_110990	Buena
comment_id_178634	Buena
comment_id_118436	Excelente
comment_id_339836	Muy buena
comment_id_26023	Muy buena
comment_id_59996	Buena
comment_id_4165	Muy buena
comment_id_147068	Excelente
comment_id_36068	Muy buena
comment_id_113945	Excelente
comment_id_174498	Buena
comment_id_351688	Excelente
comment_id_121290	Buena
comment_id_126826	Buena
comment_id_188234	Muy buena
comment_id_161306	Buena
comment_id_341938	Buena
comment_id_360080	Excelente
comment_id_313128	Excelente
comment_id_35429	Excelente
comment_id_35930	Muy buena
comment_id_301422	Excelente
comment_id_243270	Muy buena
comment_id_301354	Malo
comment_id_310508	Malo
comment_id_183002	Muy buena
comment_id_91659	Buena
comment_id_134206	Buena
comment_id_260114	Buena
comment_id_310504	Buena
comment_id_216188	Muy buena
comment_id_136042	Muy buena
comment_id_165794	Muy buena
comment_id_91383	Buena
comment_id_41440	Buena
comment_id_102088	Malo
comment_id_102089	Malo
comment_id_39934	Excelente
comment_id_361132	Muy buena
comment_id_39931	Excelente
comment_id_102082	Muy buena
comment_id_361136	Malo
comment_id_73942	Buena
comment_id_332114	Excelente
comment_id_297544	Excelente
comment_id_143680	Buena
comment_id_307742	Excelente
comment_id_19914	Excelente
comment_id_256366	Buena
comment_id_67077	Buena
comment_id_133784	Buena
comment_id_285044	Muy buena
comment_id_60958	Muy buena
comment_id_280940	Excelente
comment_id_60955	Excelente
comment_id_21559	Excelente
comment_id_267856	Excelente
comment_id_315902	Muy buena
comment_id_296524	Buena
comment_id_24720	Excelente
comment_id_80400	Malo
comment_id_370776	Muy buena
comment_id_48096	Excelente
comment_id_279146	Excelente
comment_id_31306	Buena
comment_id_320828	Muy buena
comment_id_119104	Excelente
comment_id_270150	Buena
comment_id_119654	Excelente
comment_id_57709	Excelente
comment_id_144468	Excelente
comment_id_102889	Muy buena
comment_id_15609	Muy buena
comment_id_352152	Muy buena
comment_id_217630	Muy buena
comment_id_217632	Excelente
comment_id_163654	Muy buena
comment_id_352158	Excelente
comment_id_321190	Excelente
comment_id_122018	Excelente
comment_id_111811	Buena
comment_id_107105	Excelente
comment_id_64476	Buena
comment_id_61312	Malo
comment_id_82559	Muy buena
comment_id_181168	Excelente
comment_id_268644	Excelente
comment_id_173140	Excelente
comment_id_107109	Muy buena
comment_id_143222	Excelente
comment_id_127524	Buena
comment_id_70945	Excelente
comment_id_240120	Malo
comment_id_303068	Muy buena
comment_id_345944	Excelente
comment_id_189366	Excelente
comment_id_70949	Muy buena
comment_id_11858	Excelente
comment_id_332692	Excelente
comment_id_17300	Excelente
comment_id_172430	Excelente
comment_id_306464	Muy buena
comment_id_167934	Muy buena
comment_id_16801	Muy buena
comment_id_211060	Excelente
comment_id_272014	Excelente
comment_id_222266	Buena
comment_id_185090	Muy buena
comment_id_256952	Excelente
comment_id_71546	Muy buena
comment_id_97733	Excelente
comment_id_97730	Excelente
comment_id_209360	Malo
comment_id_97735	Muy buena
comment_id_346948	Muy buena
comment_id_215980	Excelente
comment_id_338078	Buena
comment_id_17601	Excelente
comment_id_82121	Excelente
comment_id_82120	Buena
comment_id_198532	Muy buena
comment_id_82126	Muy buena
comment_id_72939	Muy buena
comment_id_276300	Muy buena
comment_id_322076	Excelente
comment_id_81111	Muy buena
comment_id_143958	Excelente
comment_id_308296	Muy buena
comment_id_75512	Muy buena
comment_id_96509	Excelente
comment_id_75626	Excelente
comment_id_52611	Muy buena
comment_id_143954	Muy buena
comment_id_294540	Excelente
comment_id_104103	Buena
comment_id_104457	Muy buena
comment_id_285810	Malo
comment_id_68339	Buena
comment_id_166552	Excelente
comment_id_193180	Muy buena
comment_id_365452	Muy buena
comment_id_166556	Malo
comment_id_103829	Muy buena
comment_id_209584	Malo
comment_id_171160	Buena
comment_id_6767	Excelente
comment_id_322212	Excelente
comment_id_266436	Muy buena
comment_id_44162	Excelente
comment_id_273938	Buena
comment_id_146386	Muy buena
comment_id_233772	Excelente
comment_id_192584	Muy buena
comment_id_192586	Muy buena
comment_id_259118	Muy buena
comment_id_46289	Buena
comment_id_219094	Excelente
comment_id_80857	Muy buena
comment_id_341324	Excelente
comment_id_228186	Muy buena
comment_id_234272	Muy buena
comment_id_43743	Muy buena
comment_id_304594	Muy buena
comment_id_27134	Malo
comment_id_264948	Muy buena
comment_id_207638	Excelente
comment_id_43744	Malo
comment_id_8446	Muy buena
comment_id_77711	Malo
comment_id_309910	Muy buena
comment_id_140970	Muy buena
comment_id_258604	Excelente
comment_id_59053	Buena
comment_id_295940	Muy buena
comment_id_165322	Excelente
comment_id_203460	Buena
comment_id_331646	Muy buena
comment_id_294322	Malo
comment_id_298660	Excelente
comment_id_294320	Muy buena
comment_id_226214	Muy buena
comment_id_294324	Muy buena
comment_id_62220	Buena
comment_id_289964	Buena
comment_id_259800	Excelente
comment_id_298848	Excelente
comment_id_289758	Excelente
comment_id_84405	Excelente
comment_id_149830	Buena
comment_id_51703	Excelente
comment_id_178824	Excelente
comment_id_243046	Muy buena
comment_id_285100	Muy buena
comment_id_234642	Muy buena
comment_id_144794	Muy buena
comment_id_195912	Malo
comment_id_184912	Excelente
comment_id_88957	Buena
comment_id_274222	Muy buena
comment_id_69262	Buena
comment_id_33688	Excelente
comment_id_131196	Muy buena
comment_id_248922	Excelente
comment_id_203968	Buena
comment_id_88773	Excelente
comment_id_86930	Excelente
comment_id_26195	Excelente
comment_id_65795	Buena
comment_id_65025	Excelente
comment_id_300740	Muy buena
comment_id_14980	Excelente
comment_id_19605	Excelente
comment_id_101753	Excelente
comment_id_103425	Excelente
comment_id_27702	Muy buena
comment_id_158022	Muy buena
comment_id_343914	Buena
comment_id_103355	Muy buena
comment_id_32487	Excelente
comment_id_323036	Muy buena
comment_id_208988	Excelente
comment_id_99431	Buena
comment_id_349798	Muy buena
comment_id_127346	Excelente
comment_id_108371	Malo
comment_id_363218	Excelente
comment_id_253848	Muy buena
comment_id_12925	Muy buena
comment_id_330992	Excelente
comment_id_69194	Muy buena
comment_id_81622	Muy buena
comment_id_314306	Muy buena
comment_id_156042	Excelente
comment_id_281950	Excelente
comment_id_153038	Muy buena
comment_id_79844	Muy buena
comment_id_230180	Malo
comment_id_19934	Muy buena
comment_id_332178	Excelente
comment_id_29936	Malo
comment_id_164304	Malo
comment_id_187244	Excelente
comment_id_101300	Excelente
comment_id_21709	Muy buena
comment_id_169304	Buena
comment_id_280576	Buena
comment_id_21702	Excelente
comment_id_66613	Muy buena
comment_id_239608	Muy buena
comment_id_15165	Excelente
comment_id_189496	Excelente
comment_id_317998	Excelente
comment_id_64265	Muy buena
comment_id_236124	Excelente
comment_id_253470	Buena
comment_id_231586	Excelente
comment_id_66617	Excelente
comment_id_99093	Buena
comment_id_330192	Buena
comment_id_213746	Excelente
comment_id_168870	Buena
comment_id_61232	Buena
comment_id_300122	Buena
comment_id_33422	Buena
comment_id_88577	Muy buena
comment_id_139146	Muy buena
comment_id_34435	Muy buena
comment_id_276888	Malo
comment_id_300128	Excelente
comment_id_113053	Muy buena
comment_id_73711	Excelente
comment_id_95543	Muy buena
comment_id_95542	Muy buena
comment_id_143388	Buena
comment_id_71716	Muy buena
comment_id_46335	Buena
comment_id_15290	Muy buena
comment_id_97941	Muy buena
comment_id_87329	Muy buena
comment_id_40472	Muy buena
comment_id_353948	Muy buena
comment_id_176316	Excelente
comment_id_99671	Excelente
comment_id_240806	Excelente
comment_id_301658	Excelente
comment_id_99891	Malo
comment_id_35218	Muy buena
comment_id_99677	Buena
comment_id_162460	Muy buena
comment_id_116134	Buena
comment_id_119662	Muy buena
comment_id_162464	Excelente
comment_id_280194	Muy buena
comment_id_364080	Buena
comment_id_260392	Excelente
comment_id_260828	Muy buena
comment_id_94379	Muy buena
comment_id_126450	Muy buena
comment_id_278158	Muy buena
comment_id_73571	Muy buena
comment_id_9806	Excelente
comment_id_365156	Muy buena
comment_id_278152	Muy buena
comment_id_121338	Muy buena
comment_id_73579	Malo
comment_id_369358	Buena
comment_id_232580	Muy buena
comment_id_278480	Buena
comment_id_161842	Muy buena
comment_id_344226	Buena
comment_id_137256	Malo
comment_id_278484	Muy buena
comment_id_217938	Malo
comment_id_217936	Muy buena
comment_id_80128	Muy buena
comment_id_4974	Excelente
comment_id_21960	Excelente
comment_id_111487	Buena
comment_id_321504	Excelente
comment_id_281196	Malo
comment_id_35230	Buena
comment_id_119596	Muy buena
comment_id_91042	Excelente
comment_id_148244	Muy buena
comment_id_289520	Muy buena
comment_id_233456	Muy buena
comment_id_133950	Muy buena
comment_id_116684	Muy buena
comment_id_257384	Muy buena
comment_id_22930	Excelente
comment_id_257386	Malo
comment_id_45029	Muy buena
comment_id_71320	Malo
comment_id_67790	Muy buena
comment_id_297200	Excelente
comment_id_362486	Buena
comment_id_136050	Excelente
comment_id_186532	Excelente
comment_id_94706	Muy buena
comment_id_100837	Buena
comment_id_219798	Malo
comment_id_6233	Excelente
comment_id_251526	Excelente
comment_id_74494	Excelente
comment_id_140336	Muy buena
comment_id_328100	Buena
comment_id_74498	Muy buena
comment_id_101786	Excelente
comment_id_73164	Buena
comment_id_29360	Excelente
comment_id_249756	Excelente
comment_id_70000	Muy buena
comment_id_50135	Muy buena
comment_id_316110	Muy buena
comment_id_29367	Muy buena
comment_id_69857	Buena
comment_id_69854	Muy buena
comment_id_102698	Excelente
comment_id_140854	Muy buena
comment_id_39210	Muy buena
comment_id_107551	Buena
comment_id_102692	Excelente
comment_id_39216	Excelente
comment_id_92667	Muy buena
comment_id_92209	Excelente
comment_id_275512	Buena
comment_id_275846	Malo
comment_id_270328	Buena
comment_id_92669	Muy buena
comment_id_222458	Malo
comment_id_285486	Excelente
comment_id_87815	Excelente
comment_id_315132	Malo
comment_id_63094	Muy buena
comment_id_63097	Excelente
comment_id_315138	Excelente
comment_id_108167	Muy buena
comment_id_107310	Excelente
comment_id_107641	Muy buena
comment_id_327900	Malo
comment_id_17298	Excelente
comment_id_327908	Muy buena
comment_id_112812	Buena
comment_id_31443	Excelente
comment_id_345578	Buena
comment_id_37848	Malo
comment_id_27062	Excelente
comment_id_211306	Muy buena
comment_id_123176	Excelente
comment_id_123178	Excelente
comment_id_167212	Muy buena
comment_id_45973	Excelente
comment_id_38530	Muy buena
comment_id_369332	Muy buena
comment_id_151062	Muy buena
comment_id_219130	Muy buena
comment_id_109564	Excelente
comment_id_25605	Excelente
comment_id_22613	Muy buena
comment_id_287254	Buena
comment_id_43683	Excelente
comment_id_139400	Excelente
comment_id_285666	Muy buena
comment_id_92891	Buena
comment_id_17479	Buena
comment_id_12110	Malo
comment_id_103122	Excelente
comment_id_72544	Muy buena
comment_id_12114	Muy buena
comment_id_204530	Malo
comment_id_48504	Excelente
comment_id_132222	Excelente
